"关卡","年月","行驶方向","车辆种类","车流量"
"HYW","202008","IB","36",28
"HYW","202008","OB","23",0
"HYW","202008","IB","23",0
"HYW","202008","OB","1",0
"HYW","202008","IB","1",0
"HYW","202008","OB","36",137
"HYW","202009","OB","36",6348
"HYW","202009","IB","1",0
"HYW","202009","OB","1",0
"HYW","202009","IB","23",0
"HYW","202009","IB","36",1095
"HYW","202009","OB","23",0
"HYW","202010","IB","1",0
"HYW","202010","OB","1",0
"HYW","202010","IB","23",0
"HYW","202010","OB","23",0
"HYW","202010","IB","36",1699
"HYW","202010","OB","36",8982
"HYW","202011","OB","36",12677
"HYW","202011","IB","36",2904
"HYW","202011","OB","23",0
"HYW","202011","IB","23",0
"HYW","202011","IB","1",0
"HYW","202011","OB","1",0
"HYW","202012","IB","1",0
"HYW","202012","OB","1",0
"HYW","202012","IB","23",0
"HYW","202012","OB","23",0
"HYW","202012","IB","36",5086
"HYW","202012","OB","36",16314
"HYW","202101","IB","1",0
"HYW","202101","IB","23",0
"HYW","202101","OB","23",0
"HYW","202101","IB","36",6086
"HYW","202101","OB","36",16383
"HYW","202101","OB","1",0
"HYW","202102","OB","23",0
"HYW","202102","IB","36",7114
"HYW","202102","OB","36",12327
"HYW","202102","OB","1",0
"HYW","202102","IB","1",0
"HYW","202102","IB","23",0
"HYW","202103","OB","23",0
"HYW","202103","IB","23",0
"HYW","202103","OB","1",0
"HYW","202103","IB","1",0
"HYW","202103","OB","36",27741
"HYW","202103","IB","36",21777
"HYW","202104","IB","36",20457
"HYW","202104","OB","36",24510
"HYW","202104","OB","23",0
"HYW","202104","IB","23",0
"HYW","202104","OB","1",0
"HYW","202104","IB","1",0
"HYW","202105","IB","36",19387
"HYW","202105","OB","23",0
"HYW","202105","IB","23",0
"HYW","202105","OB","1",0
"HYW","202105","IB","1",0
"HYW","202105","OB","36",22104
"HYW","202106","IB","36",20339
"HYW","202106","OB","36",23293
"HYW","202106","OB","23",0
"HYW","202106","IB","23",0
"HYW","202106","OB","1",0
"HYW","202106","IB","1",0
"HYW","202107","IB","1",0
"HYW","202107","OB","1",0
"HYW","202107","IB","23",0
"HYW","202107","OB","23",0
"HYW","202107","IB","36",22584
"HYW","202107","OB","36",25090
"HYW","202108","IB","1",0
"HYW","202108","OB","1",0
"HYW","202108","IB","23",0
"HYW","202108","OB","23",0
"HYW","202108","IB","36",23509
"HYW","202108","OB","36",26339
"HYW","202109","IB","36",23365
"HYW","202109","OB","36",25923
"HYW","202109","IB","1",0
"HYW","202109","OB","1",0
"HYW","202109","IB","23",0
"HYW","202109","OB","23",0
"HYW","202110","OB","23",0
"HYW","202110","IB","36",20496
"HYW","202110","IB","23",0
"HYW","202110","OB","1",0
"HYW","202110","IB","1",0
"HYW","202110","OB","36",21944
"HYW","202111","OB","1",0
"HYW","202111","IB","1",0
"HYW","202111","IB","23",0
"HYW","202111","OB","36",25322
"HYW","202111","IB","36",23375
"HYW","202111","OB","23",0
"HYW","202112","IB","36",24077
"HYW","202112","OB","23",0
"HYW","202112","IB","1",0
"HYW","202112","OB","1",0
"HYW","202112","IB","23",0
"HYW","202112","OB","36",25016
"HYW","202201","IB","1",0
"HYW","202201","OB","1",0
"HYW","202201","IB","23",0
"HYW","202201","OB","23",0
"HYW","202201","IB","36",19731
"HYW","202201","OB","36",22176
"HYW","202202","IB","36",8307
"HYW","202202","OB","36",9341
"HYW","202202","OB","23",0
"HYW","202202","IB","23",0
"HYW","202202","OB","1",0
"HYW","202202","IB","1",0
"HYW","202203","OB","1",0
"HYW","202203","IB","1",0
"HYW","202203","IB","23",0
"HYW","202203","OB","23",0
"HYW","202203","IB","36",5247
"HYW","202203","OB","36",6010
"HYW","202204","OB","1",0
"HYW","202204","IB","1",0
"HYW","202204","IB","23",0
"HYW","202204","OB","36",13
"HYW","202204","IB","36",8
"HYW","202204","OB","23",0
"HYW","202205","OB","1",0
"HYW","202205","IB","23",0
"HYW","202205","OB","36",4606
"HYW","202205","IB","36",4586
"HYW","202205","OB","23",0
"HYW","202205","IB","1",0
"HYW","202206","OB","36",10617
"HYW","202206","IB","36",10572
"HYW","202206","OB","23",0
"HYW","202206","IB","23",0
"HYW","202206","IB","1",0
"HYW","202206","OB","1",0
"HYW","202207","OB","23",0
"HYW","202207","IB","36",14238
"HYW","202207","IB","23",0
"HYW","202207","OB","1",0
"HYW","202207","IB","1",0
"HYW","202207","OB","36",14199
"HYW","202208","OB","1",0
"HYW","202208","IB","1",0
"HYW","202208","IB","23",0
"HYW","202208","OB","36",18390
"HYW","202208","IB","36",18319
"HYW","202208","OB","23",0
"HYW","202209","IB","36",17479
"HYW","202209","OB","23",0
"HYW","202209","IB","1",0
"HYW","202209","OB","1",0
"HYW","202209","IB","23",0
"HYW","202209","OB","36",17620
"HYW","202210","IB","1",0
"HYW","202210","OB","1",0
"HYW","202210","IB","23",0
"HYW","202210","OB","23",0
"HYW","202210","IB","36",16615
"HYW","202210","OB","36",16526
"HYW","202211","IB","1",0
"HYW","202211","OB","1",0
"HYW","202211","IB","23",0
"HYW","202211","OB","23",0
"HYW","202211","IB","36",19925
"HYW","202211","OB","36",19979
"HYW","202212","IB","1",0
"HYW","202212","OB","1",0
"HYW","202212","IB","23",0
"HYW","202212","OB","23",0
"HYW","202212","IB","36",18110
"HYW","202212","OB","36",19532
"HYW","202301","IB","36",12111
"HYW","202301","OB","36",14362
"HYW","202301","IB","1",0
"HYW","202301","OB","1",0
"HYW","202301","IB","23",0
"HYW","202301","OB","23",0
"HYW","202302","IB","1",12
"HYW","202302","OB","1",17
"HYW","202302","IB","23",1148
"HYW","202302","OB","23",1133
"HYW","202302","IB","36",16839
"HYW","202302","OB","36",17745
"HYW","202303","IB","36",23020
"HYW","202303","OB","36",23329
"HYW","202303","OB","23",2483
"HYW","202303","IB","23",2535
"HYW","202303","OB","1",188
"HYW","202303","IB","1",150
"HYW","202304","OB","36",19913
"HYW","202304","IB","36",20562
"HYW","202304","OB","23",2334
"HYW","202304","IB","23",2380
"HYW","202304","OB","1",782
"HYW","202304","IB","1",742
"HYW","202305","IB","36",21840
"HYW","202305","OB","36",21121
"HYW","202305","OB","23",2274
"HYW","202305","IB","23",2386
"HYW","202305","OB","1",1939
"HYW","202305","IB","1",1837
"HYW","202306","IB","1",2508
"HYW","202306","OB","1",2515
"HYW","202306","IB","23",2273
"HYW","202306","OB","23",2177
"HYW","202306","IB","36",22069
"HYW","202306","OB","36",21412
"HYW","202307","OB","1",5391
"HYW","202307","IB","1",4913
"HYW","202307","IB","23",2328
"HYW","202307","OB","23",2684
"HYW","202307","IB","36",22695
"HYW","202307","OB","36",35174
"HYW","202308","IB","36",24365
"HYW","202308","OB","23",2264
"HYW","202308","IB","23",2254
"HYW","202308","OB","1",12132
"HYW","202308","IB","1",11869
"HYW","202308","OB","36",23965
"HYW","202309","OB","1",12292
"HYW","202309","IB","23",2177
"HYW","202309","OB","23",2104
"HYW","202309","IB","36",30313
"HYW","202309","OB","36",32500
"HYW","202309","IB","1",12011
"HYW","202310","OB","36",32551
"HYW","202310","IB","36",33529
"HYW","202310","OB","23",2643
"HYW","202310","IB","23",2678
"HYW","202310","OB","1",15270
"HYW","202310","IB","1",15075
"HYW","202311","IB","36",28304
"HYW","202311","OB","36",25191
"HYW","202311","OB","23",2717
"HYW","202311","IB","23",2784
"HYW","202311","OB","1",15626
"HYW","202311","IB","1",15544
"HYW","202312","IB","1",16061
"HYW","202312","OB","1",15993
"HYW","202312","IB","23",2688
"HYW","202312","OB","23",2628
"HYW","202312","IB","36",25329
"HYW","202312","OB","36",23212
"HYW","202401","IB","36",28809
"HYW","202401","OB","23",2721
"HYW","202401","IB","23",2750
"HYW","202401","OB","1",17627
"HYW","202401","IB","1",17402
"HYW","202401","OB","36",25982
"HYW","202402","OB","1",15254
"HYW","202402","IB","1",15135
"HYW","202402","OB","23",2478
"HYW","202402","IB","36",14265
"HYW","202402","IB","23",2465
"HYW","202402","OB","36",13021
"HYW","202403","OB","23",2809
"HYW","202403","IB","23",2841
"HYW","202403","OB","1",18814
"HYW","202403","IB","1",18525
"HYW","202403","IB","36",25396
"HYW","202403","OB","36",22776
"HYW","202404","IB","23",2728
"HYW","202404","OB","23",2695
"HYW","202404","IB","36",26436
"HYW","202404","OB","36",23425
"HYW","202404","OB","1",19059
"HYW","202404","IB","1",19042
"HYW","202405","IB","23",2856
"HYW","202405","OB","23",2802
"HYW","202405","IB","36",26671
"HYW","202405","OB","36",22860
"HYW","202405","IB","1",19872
"HYW","202405","OB","1",20046
"HYW","202406","OB","36",22547
"HYW","202406","IB","36",26122
"HYW","202406","IB","23",2720
"HYW","202406","OB","1",19933
"HYW","202406","IB","1",19651
"HYW","202406","OB","23",2707
"HYW","202407","IB","23",2957
"HYW","202407","OB","1",20933
"HYW","202407","IB","1",20687
"HYW","202407","OB","36",24143
"HYW","202407","IB","36",27233
"HYW","202407","OB","23",2873
"HYW","202408","OB","36",23697
"HYW","202408","IB","1",21721
"HYW","202408","OB","1",21901
"HYW","202408","IB","23",3105
"HYW","202408","OB","23",2999
"HYW","202408","IB","36",26028
"HYW","202409","OB","36",22256
"HYW","202409","OB","23",3054
"HYW","202409","IB","36",25264
"HYW","202409","IB","23",3135
"HYW","202409","IB","1",21897
"HYW","202409","OB","1",22060
"HYW","202410","IB","36",25091
"HYW","202410","OB","23",3263
"HYW","202410","IB","23",3318
"HYW","202410","OB","36",21507
"HYW","202410","OB","1",22757
"HYW","202410","IB","1",22556
"HYW","202411","IB","36",27126
"HYW","202411","OB","36",23196
"HYW","202411","IB","1",23196
"HYW","202411","OB","1",23232
"HYW","202411","IB","23",3131
"HYW","202411","OB","23",3058
"HYW","202412","IB","1",24379
"HYW","202412","OB","1",24401
"HYW","202412","OB","36",22642
"HYW","202412","OB","23",3073
"HYW","202412","IB","36",27067
"HYW","202412","IB","23",3126
"HYW","202501","IB","1",25194
"HYW","202501","OB","1",25489
"HYW","202501","IB","23",3215
"HYW","202501","OB","23",3126
"HYW","202501","IB","36",23782
"HYW","202501","OB","36",20047
"HYW","202502","IB","36",17941
"HYW","202502","OB","23",2788
"HYW","202502","IB","23",2870
"HYW","202502","OB","1",22897
"HYW","202502","IB","1",22857
"HYW","202502","OB","36",14972
"HYW","202503","IB","1",27472
"HYW","202503","OB","1",27589
"HYW","202503","IB","23",3397
"HYW","202503","OB","23",3253
"HYW","202503","IB","36",27081
"HYW","202503","OB","36",22137
"HYW","202504","IB","1",27084
"HYW","202504","OB","1",27236
"HYW","202504","IB","23",3140
"HYW","202504","OB","23",2968
"HYW","202504","IB","36",26480
"HYW","202504","OB","36",20739
"HYW","202505","IB","36",26440
"HYW","202505","OB","23",3111
"HYW","202505","IB","23",3297
"HYW","202505","OB","1",29204
"HYW","202505","IB","1",29093
"HYW","202505","OB","36",20073
"HYW","202506","OB","1",30650
"HYW","202506","IB","1",30295
"HYW","202506","IB","23",3277
"HYW","202506","OB","23",3153
"HYW","202506","IB","36",27278
"HYW","202506","OB","36",21229
"HYW","202507","IB","1",31947
"HYW","202507","OB","1",32126
"HYW","202507","IB","23",3117
"HYW","202507","OB","23",3033
"HYW","202507","IB","36",29385
"HYW","202507","OB","36",24992
"HYW","202508","OB","1",33178
"HYW","202508","IB","1",33327
"HYW","202508","IB","23",3785
"HYW","202508","OB","36",26226
"HYW","202508","IB","36",29359
"HYW","202508","OB","23",3674
"HYW","202509","IB","1",33793
"HYW","202509","OB","1",34335
"HYW","202509","IB","23",3795
"HYW","202509","OB","23",3693
"HYW","202509","IB","36",28086
"HYW","202509","OB","36",25651
"HYW","202510","IB","1",36873
"HYW","202510","OB","1",37297
"HYW","202510","IB","36",26676
"HYW","202510","OB","23",4578
"HYW","202510","IB","23",4706
"HYW","202510","OB","36",23751
"HYW","202511","IB","36",29146
"HYW","202511","OB","36",26360
"HYW","202511","IB","1",37475
"HYW","202511","OB","1",37675
"HYW","202511","IB","23",5055
"HYW","202511","OB","23",4826
"HYW","202512","IB","1",39624
"HYW","202512","OB","1",40442
"HYW","202512","OB","36",31220
"HYW","202512","OB","23",5023
"HYW","202512","IB","36",36922
"HYW","202512","IB","23",5304
"HYW","202601","IB","1",42584
"HYW","202601","OB","1",43168
"HYW","202601","OB","36",35203
"HYW","202601","OB","23",5253
"HYW","202601","IB","36",44034
"HYW","202601","IB","23",5471
