年月,管制站,入境 / 出境,香港居民,内地访客,其他访客,总计
2021-10,红磡,出境,0,0,0,0
2021-10,罗湖,入境,0,0,0,0
2021-10,罗湖,出境,0,0,0,0
2021-10,落马洲,入境,0,0,0,0
2021-10,落马洲,出境,0,0,0,0
2021-10,落马洲支线,入境,0,0,0,0
2021-10,落马洲支线,出境,0,0,0,0
2021-10,香园围,入境,0,0,0,0
2021-10,香园围,出境,0,0,0,0
2021-10,高铁西九龙,入境,0,0,0,0
2021-10,高铁西九龙,出境,0,0,0,0
2021-11,中国客运码头,入境,0,0,0,0
2021-11,中国客运码头,出境,0,0,0,0
2021-11,启德邮轮码头,入境,23701,0,0,23701
2021-11,启德邮轮码头,出境,24878,0,0,24878
2021-11,屯门客运码头,入境,0,0,0,0
2021-11,屯门客运码头,出境,0,0,0,0
2021-11,文锦渡,入境,0,0,0,0
2021-11,文锦渡,出境,0,0,0,0
2021-11,机场,入境,23584,596,1290,25470
2021-11,机场,出境,29680,837,1344,31861
2021-11,沙头角,入境,0,0,0,0
2021-11,沙头角,出境,0,0,0,0
2021-11,深圳湾,入境,26141,4778,263,31182
2021-11,深圳湾,出境,20334,3353,89,23776
2021-11,港口管制,入境,0,0,0,0
2021-11,港口管制,出境,0,0,0,0
2021-11,港澳客轮码头,入境,0,0,0,0
2021-11,港澳客轮码头,出境,0,0,0,0
2021-11,港珠澳大桥,入境,3116,298,362,3776
2021-11,港珠澳大桥,出境,4619,481,186,5286
2021-11,红磡,入境,0,0,0,0
2021-11,红磡,出境,0,0,0,0
2021-11,罗湖,入境,0,0,0,0
2021-11,罗湖,出境,0,0,0,0
2021-11,落马洲,入境,0,0,0,0
2021-11,落马洲,出境,0,0,0,0
2021-11,落马洲支线,入境,0,0,0,0
2021-11,落马洲支线,出境,0,0,0,0
2021-11,香园围,入境,0,0,0,0
2021-11,香园围,出境,0,0,0,0
2021-11,高铁西九龙,入境,0,0,0,0
2021-11,高铁西九龙,出境,0,0,0,0
2021-12,中国客运码头,入境,0,0,0,0
2021-12,中国客运码头,出境,0,0,0,0
2021-12,启德邮轮码头,入境,40675,0,0,40675
2021-12,启德邮轮码头,出境,42499,0,0,42499
2021-12,屯门客运码头,入境,0,0,0,0
2021-12,屯门客运码头,出境,0,0,0,0
2021-12,文锦渡,入境,0,0,0,0
2021-12,文锦渡,出境,0,0,0,0
2021-12,机场,入境,25892,401,976,27269
2021-12,机场,出境,41999,703,1623,44325
2021-12,沙头角,入境,0,0,0,0
2021-12,沙头角,出境,0,0,0,0
2021-12,深圳湾,入境,26402,5170,395,31967
2021-12,深圳湾,出境,24473,4020,104,28597
2021-12,港口管制,入境,0,0,0,0
2021-12,港口管制,出境,0,0,0,0
2021-12,港澳客轮码头,入境,0,0,0,0
2021-12,港澳客轮码头,出境,0,0,0,0
2021-12,港珠澳大桥,入境,3814,337,519,4670
2021-12,港珠澳大桥,出境,5207,632,202,6041
2021-12,红磡,入境,0,0,0,0
2021-12,红磡,出境,0,0,0,0
2021-12,罗湖,入境,5090,0,0,5090
2021-12,罗湖,出境,5089,0,0,5089
2021-12,落马洲,入境,0,0,0,0
2021-12,落马洲,出境,0,0,0,0
2021-12,落马洲支线,入境,6978,0,0,6978
2021-12,落马洲支线,出境,6977,0,0,6977
2021-12,香园围,入境,5235,0,0,5235
2021-12,香园围,出境,5235,0,0,5235
2021-12,高铁西九龙,入境,0,0,0,0
2021-12,高铁西九龙,出境,0,0,0,0
2022-01,中国客运码头,入境,0,0,0,0
2022-01,中国客运码头,出境,0,0,0,0
2022-01,启德邮轮码头,入境,8233,0,0,8233
2022-01,启德邮轮码头,出境,3610,0,0,3610
2022-01,屯门客运码头,入境,0,0,0,0
2022-01,屯门客运码头,出境,0,0,0,0
2022-01,文锦渡,入境,0,0,0,0
2022-01,文锦渡,出境,0,0,0,0
2022-01,机场,入境,14982,441,452,15875
2022-01,机场,出境,33826,881,1434,36141
2022-01,沙头角,入境,0,0,0,0
2022-01,沙头角,出境,0,0,0,0
2022-01,深圳湾,入境,30329,4846,304,35479
2022-01,深圳湾,出境,29132,4334,112,33578
2022-01,港口管制,入境,0,0,0,0
2022-01,港口管制,出境,0,0,0,0
2022-01,港澳客轮码头,入境,0,0,0,0
2022-01,港澳客轮码头,出境,0,0,0,0
2022-01,港珠澳大桥,入境,3030,218,306,3554
2022-01,港珠澳大桥,出境,4611,239,214,5064
2022-01,红磡,入境,0,0,0,0
2022-01,红磡,出境,0,0,0,0
2022-01,罗湖,入境,0,0,0,0
2022-01,罗湖,出境,0,0,0,0
2022-01,落马洲,入境,0,0,0,0
2022-01,落马洲,出境,0,0,0,0
2022-01,落马洲支线,入境,0,0,0,0
2022-01,落马洲支线,出境,0,0,0,0
2022-01,香园围,入境,0,0,0,0
2022-01,香园围,出境,0,0,0,0
2022-01,高铁西九龙,入境,0,0,0,0
2022-01,高铁西九龙,出境,0,0,0,0
2022-02,中国客运码头,入境,0,0,0,0
2022-02,中国客运码头,出境,0,0,0,0
2022-02,启德邮轮码头,入境,0,0,0,0
2022-02,启德邮轮码头,出境,0,0,0,0
2022-02,屯门客运码头,入境,0,0,0,0
2022-02,屯门客运码头,出境,0,0,0,0
2022-02,文锦渡,入境,0,0,0,0
2022-02,文锦渡,出境,0,0,0,0
2022-02,机场,入境,9872,107,340,10319
2022-02,机场,出境,52946,2101,932,55979
2022-02,沙头角,入境,0,0,0,0
2022-02,沙头角,出境,0,0,0,0
2022-02,深圳湾,入境,9539,1231,70,10840
2022-02,深圳湾,出境,26525,4332,68,30925
2022-02,港口管制,入境,0,0,0,0
2022-02,港口管制,出境,0,0,0,0
2022-02,港澳客轮码头,入境,0,0,0,0
2022-02,港澳客轮码头,出境,0,0,0,0
2022-02,港珠澳大桥,入境,1238,87,197,1522
2022-02,港珠澳大桥,出境,6473,569,89,7131
2022-02,红磡,入境,0,0,0,0
2022-02,红磡,出境,0,0,0,0
2022-02,罗湖,入境,0,0,0,0
2022-02,罗湖,出境,0,0,0,0
2022-02,落马洲,入境,0,0,0,0
2022-02,落马洲,出境,0,0,0,0
2022-02,落马洲支线,入境,0,0,0,0
2022-02,落马洲支线,出境,0,0,0,0
2022-02,香园围,入境,0,0,0,0
2022-02,香园围,出境,0,0,0,0
2022-02,高铁西九龙,入境,0,0,0,0
2022-02,高铁西九龙,出境,0,0,0,0
2022-03,中国客运码头,入境,0,0,0,0
2022-03,中国客运码头,出境,0,0,0,0
2022-03,启德邮轮码头,入境,0,0,0,0
2022-03,启德邮轮码头,出境,0,0,0,0
2022-03,文锦渡,入境,0,0,0,0
2022-03,文锦渡,出境,0,0,0,0
2022-03,机场,入境,8570,81,272,8923
2022-03,机场,出境,64514,1494,1059,67067
2022-03,沙头角,入境,0,0,0,0
2022-03,沙头角,出境,0,0,0,0
2022-03,深圳湾,入境,5444,684,41,6169
2022-03,深圳湾,出境,11370,1776,20,13166
2022-03,港口管制,入境,0,0,0,0
2022-03,港口管制,出境,0,0,0,0
2022-03,港澳客轮码头,入境,0,0,0,0
2022-03,港澳客轮码头,出境,0,0,0,0
2022-03,港珠澳大桥,入境,1071,112,100,1283
2022-03,港珠澳大桥,出境,5836,641,53,6530
2022-03,红磡,入境,0,0,0,0
2022-03,红磡,出境,0,0,0,0
2022-03,罗湖,入境,0,0,0,0
2022-03,罗湖,出境,0,0,0,0
2022-03,落马洲,入境,0,0,0,0
2022-03,落马洲,出境,0,0,0,0
2022-03,落马洲支线,入境,0,0,0,0
2022-03,落马洲支线,出境,0,0,0,0
2022-03,香园围,入境,301,0,0,301
2022-03,香园围,出境,0,0,0,0
2022-03,高铁西九龙,入境,0,0,0,0
2022-03,高铁西九龙,出境,0,0,0,0
2022-04,中国客运码头,入境,0,0,0,0
2022-04,中国客运码头,出境,0,0,0,0
2022-04,启德邮轮码头,入境,0,0,0,0
2022-04,启德邮轮码头,出境,0,0,0,0
2022-04,文锦渡,入境,0,0,0,0
2022-04,文锦渡,出境,0,0,0,0
2022-04,机场,入境,41891,276,463,42630
2022-04,机场,出境,51847,823,903,53573
2022-04,沙头角,入境,0,0,0,0
2022-04,沙头角,出境,0,0,0,0
2022-04,深圳湾,入境,22163,2163,105,24431
2022-04,深圳湾,出境,9889,1957,33,11879
2022-04,港口管制,入境,0,0,0,0
2022-04,港口管制,出境,0,0,0,0
2022-04,港澳客轮码头,入境,0,0,0,0
2022-04,港澳客轮码头,出境,0,0,0,0
2022-04,港珠澳大桥,入境,2447,199,175,2821
2022-04,港珠澳大桥,出境,4620,554,37,5211
2022-04,红磡,入境,0,0,0,0
2022-04,红磡,出境,0,0,0,0
2022-04,罗湖,入境,0,0,0,0
2022-04,罗湖,出境,0,0,0,0
2022-04,落马洲,入境,0,0,0,0
2022-04,落马洲,出境,0,0,0,0
2022-04,落马洲支线,入境,0,0,0,0
2022-04,落马洲支线,出境,0,0,0,0
2022-04,香园围,入境,0,0,0,0
2022-04,香园围,出境,0,0,0,0
2022-04,高铁西九龙,入境,0,0,0,0
2022-04,高铁西九龙,出境,0,0,0,0
2022-05,中国客运码头,入境,0,0,0,0
2022-05,中国客运码头,出境,0,0,0,0
2022-05,启德邮轮码头,入境,0,0,0,0
2022-05,启德邮轮码头,出境,0,0,0,0
2022-05,文锦渡,入境,0,0,0,0
2022-05,文锦渡,出境,0,0,0,0
2022-05,机场,入境,58263,8831,3257,70351
2022-05,机场,出境,60485,2876,1610,64971
2022-05,沙头角,入境,0,0,0,0
2022-05,沙头角,出境,0,0,0,0
2022-05,深圳湾,入境,34756,4783,261,39800
2022-05,深圳湾,出境,16312,4604,166,21082
2022-05,港口管制,入境,0,0,0,0
2022-05,港口管制,出境,0,0,0,0
2022-05,港澳客轮码头,入境,0,0,0,0
2022-05,港澳客轮码头,出境,0,0,0,0
2022-05,港珠澳大桥,入境,3103,296,375,3774
2022-05,港珠澳大桥,出境,4031,672,91,4794
2022-05,红磡,入境,0,0,0,0
2022-05,红磡,出境,0,0,0,0
2022-05,罗湖,入境,0,0,0,0
2022-05,罗湖,出境,0,0,0,0
2022-05,落马洲,入境,0,0,0,0
2022-05,落马洲,出境,0,0,0,0
2022-05,落马洲支线,入境,0,0,0,0
2022-05,落马洲支线,出境,0,0,0,0
2022-05,香园围,入境,0,0,0,0
2022-05,香园围,出境,0,0,0,0
2022-05,高铁西九龙,入境,0,0,0,0
2022-05,高铁西九龙,出境,0,0,0,0
2022-06,中国客运码头,入境,0,0,0,0
2022-06,中国客运码头,出境,0,0,0,0
2022-06,启德邮轮码头,入境,0,0,0,0
2022-06,启德邮轮码头,出境,0,0,0,0
2022-06,文锦渡,入境,0,0,0,0
2022-06,文锦渡,出境,0,0,0,0
2022-06,机场,入境,68023,30222,4435,102680
2022-06,机场,出境,93602,10217,3400,107219
2022-06,沙头角,入境,0,0,0,0
2022-06,沙头角,出境,0,0,0,0
2022-06,深圳湾,入境,25803,4600,257,30660
2022-06,深圳湾,出境,14108,14280,425,28813
2022-06,港口管制,入境,0,0,0,0
2022-06,港口管制,出境,0,0,0,0
2022-06,港澳客轮码头,入境,0,0,0,0
2022-06,港澳客轮码头,出境,0,0,0,0
2022-06,港珠澳大桥,入境,2724,250,680,3654
2022-06,港珠澳大桥,出境,4151,3054,220,7425
2022-06,红磡,入境,0,0,0,0
2022-06,红磡,出境,0,0,0,0
2022-06,罗湖,入境,0,0,0,0
2022-06,罗湖,出境,0,0,0,0
2022-06,落马洲,入境,0,0,0,0
2022-06,落马洲,出境,0,0,0,0
2022-06,落马洲支线,入境,0,0,0,0
2022-06,落马洲支线,出境,0,0,0,0
2022-06,香园围,入境,0,0,0,0
2022-06,香园围,出境,0,0,0,0
2022-06,高铁西九龙,入境,0,0,0,0
2022-06,高铁西九龙,出境,0,0,0,0
2022-07,中国客运码头,入境,0,0,0,0
2022-07,中国客运码头,出境,0,0,0,0
2022-07,启德邮轮码头,入境,0,0,0,0
2022-07,启德邮轮码头,出境,0,0,0,0
2022-07,文锦渡,入境,0,0,0,0
2022-07,文锦渡,出境,0,0,0,0
2022-07,机场,入境,85619,33608,5251,124478
2022-07,机场,出境,102411,20371,5606,128388
2022-07,沙头角,入境,0,0,0,0
2022-07,沙头角,出境,0,0,0,0
2022-07,深圳湾,入境,34874,5864,935,41673
2022-07,深圳湾,出境,40695,17693,475,58863
2022-07,港口管制,入境,0,0,0,0
2022-07,港口管制,出境,0,0,0,0
2022-07,港澳客轮码头,入境,0,0,0,0
2022-07,港澳客轮码头,出境,0,0,0,0
2022-07,港珠澳大桥,入境,3867,406,1419,5692
2022-07,港珠澳大桥,出境,4100,2641,248,6989
2022-07,红磡,入境,0,0,0,0
2022-07,红磡,出境,0,0,0,0
2022-07,罗湖,入境,0,0,0,0
2022-07,罗湖,出境,0,0,0,0
2022-07,落马洲,入境,0,0,0,0
2022-07,落马洲,出境,0,0,0,0
2022-07,落马洲支线,入境,0,0,0,0
2022-07,落马洲支线,出境,0,0,0,0
2022-07,香园围,入境,0,0,0,0
2022-07,香园围,出境,0,0,0,0
2022-07,高铁西九龙,入境,0,0,0,0
2022-07,高铁西九龙,出境,0,0,0,0
2022-08,中国客运码头,入境,0,0,0,0
2022-08,中国客运码头,出境,0,0,0,0
2022-08,启德邮轮码头,入境,0,0,0,0
2022-08,启德邮轮码头,出境,0,0,0,0
2022-08,文锦渡,入境,0,0,0,0
2022-08,文锦渡,出境,0,0,0,0
2022-08,机场,入境,125943,38217,9011,173171
2022-08,机场,出境,107377,27306,7800,142483
2022-08,沙头角,入境,0,0,0,0
2022-08,沙头角,出境,0,0,0,0
2022-08,深圳湾,入境,73929,8968,776,83673
2022-08,深圳湾,出境,50581,15818,909,67308
2022-08,港口管制,入境,0,0,0,0
2022-08,港口管制,出境,0,0,0,0
2022-08,港澳客轮码头,入境,0,0,0,0
2022-08,港澳客轮码头,出境,0,0,0,0
2022-08,港珠澳大桥,入境,8003,774,1134,9911
2022-08,港珠澳大桥,出境,7751,4370,515,12636
2022-08,红磡,入境,0,0,0,0
2022-08,红磡,出境,0,0,0,0
