年月,管制站,入境 / 出境,香港居民,内地访客,其他访客,总计
2025-02,港澳客轮码头,出境,149031,61048,84460,294539
2025-02,港珠澳大桥,入境,845802,221797,135495,1203094
2025-02,港珠澳大桥,出境,741148,346453,138230,1225831
2025-02,罗湖,入境,2135067,416684,21623,2573374
2025-02,罗湖,出境,1920177,482293,22937,2425407
2025-02,落马洲,入境,422401,85941,9561,517903
2025-02,落马洲,出境,313841,131678,13775,459294
2025-02,落马洲支线,入境,1645018,488051,12150,2145219
2025-02,落马洲支线,出境,1618513,453911,12519,2084943
2025-02,香园围,入境,867304,217966,5437,1090707
2025-02,香园围,出境,843303,122091,6838,972232
2025-02,高铁西九龙,入境,587706,551746,34291,1173743
2025-02,高铁西九龙,出境,429418,545097,36079,1010594
2025-03,中国客运码头,入境,16256,13812,1683,31751
2025-03,中国客运码头,出境,16918,12326,1584,30828
2025-03,启德邮轮码头,入境,212,43,26114,26369
2025-03,启德邮轮码头,出境,329,28,26244,26601
2025-03,文锦渡,入境,68860,18792,534,88186
2025-03,文锦渡,出境,71577,15954,399,87930
2025-03,机场,入境,864989,258230,657386,1780605
2025-03,机场,出境,871831,229289,653524,1754644
2025-03,沙头角,入境,0,0,0,0
2025-03,沙头角,出境,0,0,0,0
2025-03,深圳湾,入境,1352152,385897,39355,1777404
2025-03,深圳湾,出境,1327738,374223,40368,1742329
2025-03,港口管制,入境,181,23,1491,1695
2025-03,港口管制,出境,116,20,990,1126
2025-03,港澳客轮码头,入境,162769,27874,83734,274377
2025-03,港澳客轮码头,出境,159162,37420,87371,283953
2025-03,港珠澳大桥,入境,832908,163531,142972,1139411
2025-03,港珠澳大桥,出境,833848,369560,145830,1349238
2025-03,罗湖,入境,2435236,413531,28583,2877350
2025-03,罗湖,出境,2402186,481042,29669,2912897
2025-03,落马洲,入境,475048,88780,14388,578216
2025-03,落马洲,出境,378642,119141,15615,513398
2025-03,落马洲支线,入境,1909569,507197,15017,2431783
2025-03,落马洲支线,出境,2003809,479883,14611,2498303
2025-03,香园围,入境,1026979,334759,7129,1368867
2025-03,香园围,出境,1046252,141277,8720,1196249
2025-03,高铁西九龙,入境,564498,536146,51805,1152449
2025-03,高铁西九龙,出境,579675,487173,53332,1120180
2025-04,中国客运码头,入境,27163,15245,2319,44727
2025-04,中国客运码头,出境,29983,13477,2147,45607
2025-04,启德邮轮码头,入境,3611,4325,20287,28223
2025-04,启德邮轮码头,出境,4423,5914,18232,28569
2025-04,文锦渡,入境,63259,18496,803,82558
2025-04,文锦渡,出境,66637,14761,454,81852
2025-04,机场,入境,1146520,266118,596228,2008866
2025-04,机场,出境,1176813,257969,604328,2039110
2025-04,沙头角,入境,0,0,0,0
2025-04,沙头角,出境,0,0,0,0
2025-04,深圳湾,入境,1445785,424208,49366,1919359
2025-04,深圳湾,出境,1421863,385403,49881,1857147
2025-04,港口管制,入境,208,18,1242,1468
2025-04,港口管制,出境,207,25,943,1175
2025-04,港澳客轮码头,入境,183575,30145,76057,289777
2025-04,港澳客轮码头,出境,182519,38936,78998,300453
2025-04,港珠澳大桥,入境,1007293,166268,148053,1321614
2025-04,港珠澳大桥,出境,1028004,316175,143890,1488069
2025-04,罗湖,入境,2421915,414986,30785,2867686
2025-04,罗湖,出境,2426294,484302,32045,2942641
2025-04,落马洲,入境,504584,105407,17153,627144
2025-04,落马洲,出境,400147,146790,17753,564690
2025-04,落马洲支线,入境,1904136,481202,15823,2401161
2025-04,落马洲支线,出境,2017024,450359,15298,2482681
2025-04,香园围,入境,976506,277073,7495,1261074
2025-04,香园围,出境,989340,136109,9456,1134905
2025-04,高铁西九龙,入境,732392,608800,70291,1411483
2025-04,高铁西九龙,出境,758175,518966,68368,1345509
2025-05,中国客运码头,入境,18121,17571,1648,37340
2025-05,中国客运码头,出境,19362,14391,1499,35252
2025-05,启德邮轮码头,入境,1210,6295,1780,9285
2025-05,启德邮轮码头,出境,1196,6303,2030,9529
2025-05,文锦渡,入境,68990,22778,688,92456
2025-05,文锦渡,出境,71885,17635,404,89924
2025-05,机场,入境,927455,337641,566192,1831288
2025-05,机场,出境,936367,290654,552377,1779398
2025-05,沙头角,入境,0,0,0,0
2025-05,沙头角,出境,0,0,0,0
2025-05,深圳湾,入境,1306315,456661,37489,1800465
2025-05,深圳湾,出境,1333296,453353,38414,1825063
2025-05,港口管制,入境,346,8,1076,1430
2025-05,港口管制,出境,342,20,1007,1369
2025-05,港澳客轮码头,入境,168952,34547,81311,284810
2025-05,港澳客轮码头,出境,170244,46389,95987,312620
2025-05,港珠澳大桥,入境,856474,178987,152018,1187479
2025-05,港珠澳大桥,出境,904769,295824,136508,1337101
2025-05,罗湖,入境,2329202,471860,25591,2826653
2025-05,罗湖,出境,2376047,577676,27307,2981030
2025-05,落马洲,入境,480755,120223,13551,614529
2025-05,落马洲,出境,398016,197614,15270,610900
2025-05,落马洲支线,入境,1798216,567826,13791,2379833
2025-05,落马洲支线,出境,1943810,524687,13583,2482080
2025-05,香园围,入境,985365,242252,8637,1236254
2025-05,香园围,出境,1016446,146932,11002,1174380
2025-05,高铁西九龙,入境,541399,665538,53306,1260243
2025-05,高铁西九龙,出境,568622,555927,49306,1173855
2025-06,中国客运码头,入境,14330,11088,1479,26897
2025-06,中国客运码头,出境,14765,10388,1342,26495
2025-06,启德邮轮码头,入境,2687,4932,1582,9201
2025-06,启德邮轮码头,出境,4319,5117,1125,10561
2025-06,文锦渡,入境,64998,17926,543,83467
2025-06,文锦渡,出境,68413,15436,347,84196
2025-06,机场,入境,891534,321761,525140,1738435
2025-06,机场,出境,950842,251520,525581,1727943
2025-06,沙头角,入境,0,0,0,0
2025-06,沙头角,出境,0,0,0,0
2025-06,深圳湾,入境,1323370,385048,35962,1744380
2025-06,深圳湾,出境,1287347,390247,40269,1717863
2025-06,港口管制,入境,166,2,1040,1208
2025-06,港口管制,出境,196,19,989,1204
2025-06,港澳客轮码头,入境,165439,27440,66631,259510
2025-06,港澳客轮码头,出境,163643,37639,80353,281635
2025-06,港珠澳大桥,入境,845179,150006,136339,1131524
2025-06,港珠澳大桥,出境,837176,235410,127261,1199847
2025-06,罗湖,入境,2341158,381162,23094,2745414
2025-06,罗湖,出境,2311765,451370,24717,2787852
2025-06,落马洲,入境,474739,91191,12913,578843
2025-06,落马洲,出境,379880,133748,16053,529681
2025-06,落马洲支线,入境,1819808,453392,13083,2286283
2025-06,落马洲支线,出境,1912757,432186,13450,2358393
2025-06,香园围,入境,974469,194856,6395,1175720
2025-06,香园围,出境,971912,124878,8054,1104844
2025-06,高铁西九龙,入境,549837,571047,47198,1168082
2025-06,高铁西九龙,出境,547805,522243,49775,1119823
2025-07,中国客运码头,入境,14372,16586,1302,32260
2025-07,中国客运码头,出境,15763,14183,1263,31209
2025-07,启德邮轮码头,入境,12387,6264,1031,19682
2025-07,启德邮轮码头,出境,11929,6422,1232,19583
2025-07,文锦渡,入境,55322,19365,545,75232
2025-07,文锦渡,出境,60992,16260,404,77656
2025-07,机场,入境,1022264,383804,510637,1916705
2025-07,机场,出境,1054512,374270,520426,1949208
2025-07,沙头角,入境,0,0,0,0
2025-07,沙头角,出境,0,0,0,0
2025-07,深圳湾,入境,1300533,511981,43513,1856027
2025-07,深圳湾,出境,1285040,471276,40621,1796937
2025-07,港口管制,入境,388,56,1259,1703
2025-07,港口管制,出境,310,83,1110,1503
2025-07,港澳客轮码头,入境,171321,42429,59446,273196
2025-07,港澳客轮码头,出境,165000,62534,71122,298656
2025-07,港珠澳大桥,入境,875656,242855,148877,1267388
2025-07,港珠澳大桥,出境,863803,393501,130601,1387905
2025-07,罗湖,入境,2378958,502735,24925,2906618
2025-07,罗湖,出境,2359867,593400,25911,2979178
2025-07,落马洲,入境,477994,123946,15713,617653
2025-07,落马洲,出境,381734,156730,16148,554612
2025-07,落马洲支线,入境,1798074,576859,14914,2389847
2025-07,落马洲支线,出境,1899208,530166,14561,2443935
2025-07,香园围,入境,955001,299001,7458,1261460
2025-07,香园围,出境,951938,177037,9152,1138127
2025-07,高铁西九龙,入境,593487,783124,52205,1428816
2025-07,高铁西九龙,出境,598541,674984,47728,1321253
2025-08,中国客运码头,入境,15900,20905,1524,38329
2025-08,中国客运码头,出境,15810,18192,1298,35300
2025-08,启德邮轮码头,入境,20288,9446,1696,31430
2025-08,启德邮轮码头,出境,20102,9828,1892,31822
2025-08,文锦渡,入境,57098,21606,466,79170
2025-08,文锦渡,出境,62320,17745,341,80406
2025-08,机场,入境,1239238,444675,538409,2222322
2025-08,机场,出境,1081190,405544,544416,2031150
2025-08,沙头角,入境,0,0,0,0
2025-08,沙头角,出境,0,0,0,0
2025-08,深圳湾,入境,1454768,609622,41953,2106343
2025-08,深圳湾,出境,1393068,591646,39598,2024312
2025-08,港口管制,入境,709,15,1246,1970
2025-08,港口管制,出境,344,26,949,1319
2025-08,港澳客轮码头,入境,172474,49418,68786,290678
2025-08,港澳客轮码头,出境,171890,71532,80835,324257
2025-08,港珠澳大桥,入境,983846,288020,160113,1431979
2025-08,港珠澳大桥,出境,978083,449693,153904,1581680
2025-08,罗湖,入境,2561859,617557,25379,3204795
2025-08,罗湖,出境,2520670,772873,26734,3320277
2025-08,落马洲,入境,526221,133481,15253,674955
2025-08,落马洲,出境,411299,206508,15802,633609
2025-08,落马洲支线,入境,1941643,723042,15596,2680281
2025-08,落马洲支线,出境,2048982,651289,15136,2715407
2025-08,香园围,入境,1003919,330559,7460,1341938
2025-08,香园围,出境,993457,212785,10119,1216361
2025-08,高铁西九龙,入境,681772,973497,53520,1708789
2025-08,高铁西九龙,出境,611417,855580,47948,1514945
2025-09,中国客运码头,入境,9925,8232,1106,19263
2025-09,中国客运码头,出境,10903,7003,872,18778
2025-09,启德邮轮码头,入境,11071,9938,2924,23933
2025-09,启德邮轮码头,出境,11338,9686,3127,24151
2025-09,文锦渡,入境,72323,18018,517,90858
2025-09,文锦渡,出境,72953,15488,325,88766
2025-09,机场,入境,762256,268467,507856,1538579
2025-09,机场,出境,790390,310506,516805,1617701
2025-09,沙头角,入境,0,0,0,0
2025-09,沙头角,出境,0,0,0,0
2025-09,深圳湾,入境,1217180,393217,40015,1650412
2025-09,深圳湾,出境,1199667,351274,35937,1586878
2025-09,港口管制,入境,198,51,1038,1287
2025-09,港口管制,出境,173,45,893,1111
2025-09,港澳客轮码头,入境,134687,20538,57103,212328
2025-09,港澳客轮码头,出境,134150,26481,69952,230583
2025-09,港珠澳大桥,入境,706163,121348,114182,941693
2025-09,港珠澳大桥,出境,719215,191547,98904,1009666
2025-09,罗湖,入境,2259360,360806,23171,2643337
2025-09,罗湖,出境,2284571,421843,23703,2730117
2025-09,落马洲,入境,416128,104228,15678,536034
2025-09,落马洲,出境,349604,122798,14712,487114
2025-09,落马洲支线,入境,1738844,453827,12890,2205561
2025-09,落马洲支线,出境,1827103,418442,12111,2257656
2025-09,香园围,入境,923237,188797,6363,1118397
2025-09,香园围,出境,927713,119939,7616,1055268
2025-09,高铁西九龙,入境,528555,509403,52885,1090843
2025-09,高铁西九龙,出境,513934,429911,46766,990611
2025-10,中国客运码头,入境,16831,19561,2337,38729
2025-10,中国客运码头,出境,18115,17568,2440,38123
2025-10,启德邮轮码头,入境,14487,10395,13399,38281
2025-10,启德邮轮码头,出境,14956,9181,13506,37643
2025-10,文锦渡,入境,84040,23057,598,107695
2025-10,文锦渡,出境,84357,18829,431,103617
2025-10,机场,入境,949021,416298,687303,2052622
2025-10,机场,出境,960121,307756,617230,1885107
2025-10,沙头角,入境,0,0,0,0
2025-10,沙头角,出境,0,0,0,0
2025-10,深圳湾,入境,1430203,507855,48606,1986664
2025-10,深圳湾,出境,1430426,528203,60459,2019088
2025-10,港口管制,入境,381,27,1155,1563
2025-10,港口管制,出境,401,84,993,1478
2025-10,港澳客轮码头,入境,154387,33377,80597,268361
2025-10,港澳客轮码头,出境,155509,46627,101869,304005
2025-10,港珠澳大桥,入境,859386,189820,150811,1200017
2025-10,港珠澳大桥,出境,870555,321760,133982,1326297
2025-10,罗湖,入境,2519582,486128,30685,3036395
2025-10,罗湖,出境,2524992,607308,33913,3166213
2025-10,落马洲,入境,473048,131614,17417,622079
2025-10,落马洲,出境,398662,193842,22901,615405
2025-10,落马洲支线,入境,1911853,647948,16859,2576660
2025-10,落马洲支线,出境,2021240,617119,17123,2655482
2025-10,香园围,入境,1044846,282525,9702,1337073
2025-10,香园围,出境,1056563,166413,12043,1235019
2025-10,高铁西九龙,入境,622469,702237,78745,1403451
2025-10,高铁西九龙,出境,625973,621962,86184,1334119
2025-11,中国客运码头,入境,16217,13746,1933,31896
2025-11,中国客运码头,出境,17103,12129,1796,31028
2025-11,启德邮轮码头,入境,9261,10348,12658,32267
2025-11,启德邮轮码头,出境,9467,7701,15431,32599
2025-11,文锦渡,入境,86598,21466,652,108716
2025-11,文锦渡,出境,86903,17575,458,104936
2025-11,机场,入境,976350,271762,681160,1929272
2025-11,机场,出境,919826,238391,692765,1850982
2025-11,沙头角,入境,0,0,0,0
2025-11,沙头角,出境,0,0,0,0
2025-11,深圳湾,入境,1496910,443939,50209,1991058
2025-11,深圳湾,出境,1459211,440511,46302,1946024
2025-11,港口管制,入境,214,29,1486,1729
2025-11,港口管制,出境,254,49,975,1278
2025-11,港澳客轮码头,入境,155581,27820,88695,272096
2025-11,港澳客轮码头,出境,155820,36987,114702,307509
2025-11,港珠澳大桥,入境,828541,173164,157769,1159474
2025-11,港珠澳大桥,出境,825613,329350,132299,1287262
2025-11,罗湖,入境,2601383,428513,33414,3063310
2025-11,罗湖,出境,2581023,518364,34574,3133961
2025-11,落马洲,入境,486850,117911,18362,623123
2025-11,落马洲,出境,405614,161694,18887,586195
2025-11,落马洲支线,入境,1977154,597379,17824,2592357
2025-11,落马洲支线,出境,2087559,565910,17238,2670707
2025-11,香园围,入境,1096114,319976,9603,1425693
2025-11,香园围,出境,1116365,165442,10940,1292747
2025-11,高铁西九龙,入境,631751,613515,76277,1321543
2025-11,高铁西九龙,出境,606169,540701,67285,1214155
2025-12,中国客运码头,入境,21853,16099,1835,39787
2025-12,中国客运码头,出境,23696,14003,1577,39276
2025-12,启德邮轮码头,入境,13761,7347,27778,48886
2025-12,启德邮轮码头,出境,16136,6972,25838,48946
2025-12,文锦渡,入境,79104,21719,534,101357
2025-12,文锦渡,出境,84119,17564,361,102044
2025-12,机场,入境,1101882,317718,763280,2182880
2025-12,机场,出境,1231212,248180,698968,2178360
2025-12,沙头角,入境,0,0,0,0
2025-12,沙头角,出境,0,0,0,0
2025-12,深圳湾,入境,1624944,484038,49832,2158814
2025-12,深圳湾,出境,1646054,475351,48888,2170293
2025-12,港口管制,入境,273,82,1179,1534
2025-12,港口管制,出境,451,176,999,1626
2025-12,港澳客轮码头,入境,168138,31565,100451,300154
2025-12,港澳客轮码头,出境,169125,43080,125348,337553
2025-12,港珠澳大桥,入境,1001602,188698,191800,1382100
2025-12,港珠澳大桥,出境,1035989,339529,171125,1546643
2025-12,罗湖,入境,2635554,484573,34654,3154781
2025-12,罗湖,出境,2673175,590375,36305,3299855
2025-12,落马洲,入境,524865,122875,17751,665491
2025-12,落马洲,出境,443412,184479,20014,647905
2025-12,落马洲支线,入境,2009702,634170,19788,2663660
2025-12,落马洲支线,出境,2195456,591144,19005,2805605
2025-12,香园围,入境,1111253,301929,8197,1421379
2025-12,香园围,出境,1144668,164119,11128,1319915
2025-12,高铁西九龙,入境,712344,742140,75814,1530298
2025-12,高铁西九龙,出境,755152,625828,74398,1455378
2026-01,中国客运码头,入境,15327,16654,1717,33698
2026-01,中国客运码头,出境,15583,14146,1459,31188
2026-01,启德邮轮码头,入境,16133,9759,27324,53216
2026-01,启德邮轮码头,出境,15216,11971,25100,52287
2026-01,文锦渡,入境,85619,24730,622,110971
2026-01,文锦渡,出境,88712,19480,386,108578
2026-01,机场,入境,969846,356230,682785,2008861
2026-01,机场,出境,807763,331665,739147,1878575
2026-01,沙头角,入境,0,0,0,0
2026-01,沙头角,出境,0,0,0,0
2026-01,深圳湾,入境,1558897,553263,47810,2159970
2026-01,深圳湾,出境,1503581,543384,46451,2093416
2026-01,港口管制,入境,222,32,1280,1534
2026-01,港口管制,出境,152,40,883,1075
2026-01,港澳客轮码头,入境,145291,38749,96211,280251
2026-01,港澳客轮码头,出境,142687,51498,99407,293592
2026-01,港珠澳大桥,入境,845407,214457,165398,1225262
2026-01,港珠澳大桥,出境,842370,344049,160061,1346480
2026-01,罗湖,入境,2616242,527655,32138,3176035
2026-01,罗湖,出境,2577780,653325,34071,3265176
2026-01,落马洲,入境,499946,132111,16878,648935
2026-01,落马洲,出境,410808,202515,18759,632082
2026-01,落马洲支线,入境,1980224,717241,18350,2715815
2026-01,落马洲支线,出境,2080070,657390,18002,2755462
2026-01,香园围,入境,1140001,302138,8499,1450638
2026-01,香园围,出境,1159429,177382,9942,1346753
2026-01,高铁西九龙,入境,628467,751105,68828,1448400
2026-01,高铁西九龙,出境,558172,640321,65884,1264377
2026-02,中国客运码头,入境,22175,27383,1188,50746
2026-02,中国客运码头,出境,23175,22261,1028,46464
2026-02,启德邮轮码头,入境,11708,7146,24751,43605
2026-02,启德邮轮码头,出境,13249,6797,21795,41841
2026-02,文锦渡,入境,66868,23946,381,91195
2026-02,文锦渡,出境,67024,18066,256,85346
2026-02,机场,入境,910596,530215,516676,1957487
2026-02,机场,出境,943544,461872,515925,1921341
2026-02,沙头角,入境,0,0,0,0
2026-02,沙头角,出境,0,0,0,0
2026-02,深圳湾,入境,1416790,616778,37626,2071194
2026-02,深圳湾,出境,1382002,606222,37440,2025664
2026-02,港口管制,入境,276,23,1391,1690
2026-02,港口管制,出境,173,51,833,1057
2026-02,港澳客轮码头,入境,147609,70988,70514,289111
2026-02,港澳客轮码头,出境,142546,101383,73904,317833
2026-02,港珠澳大桥,入境,934865,329730,142199,1406794
2026-02,港珠澳大桥,出境,943346,501290,141424,1586060
2026-02,罗湖,入境,2198979,578804,23567,2801350
2026-02,罗湖,出境,2184009,717610,24526,2926145
2026-02,落马洲,入境,451957,145439,13820,611216
2026-02,落马洲,出境,370923,189691,14876,575490
2026-02,落马洲支线,入境,1649077,716083,14589,2379749
2026-02,落马洲支线,出境,1737019,664619,14069,2415707
2026-02,香园围,入境,960418,321331,6611,1288360
2026-02,香园围,出境,968149,189641,7241,1165031
2026-02,高铁西九龙,入境,609707,878948,41908,1530563
2026-02,高铁西九龙,出境,647492,783130,41944,1472566
2026-03,中国客运码头,入境,14051,12837,1552,28440
2026-03,中国客运码头,出境,14725,10466,1350,26541
2026-03,启德邮轮码头,入境,13148,6032,15622,34802
2026-03,启德邮轮码头,出境,13003,7247,16997,37247
2026-03,文锦渡,入境,88881,23400,448,112729
2026-03,文锦渡,出境,90032,18136,374,108542
2026-03,机场,入境,924870,325699,723045,1973614
2026-03,机场,出境,988677,275241,707994,1971912
2026-03,沙头角,入境,0,0,0,0
2026-03,沙头角,出境,0,0,0,0
2026-03,深圳湾,入境,1568647,471267,47373,2087287
2026-03,深圳湾,出境,1552133,481917,52182,2086232
2026-03,港口管制,入境,286,26,1909,2221
2026-03,港口管制,出境,358,58,1283,1699
2026-03,港澳客轮码头,入境,155659,31799,77736,265194
2026-03,港澳客轮码头,出境,143570,43097,80185,266852
2026-03,港珠澳大桥,入境,849865,173809,155214,1178888
2026-03,港珠澳大桥,出境,860900,339576,157177,1357653
2026-03,罗湖,入境,2591539,446482,32465,3070486
2026-03,罗湖,出境,2561839,548360,35228,3145427
2026-03,落马洲,入境,504215,111625,16470,632310
2026-03,落马洲,出境,419717,170319,20236,610272
2026-03,落马洲支线,入境,1986506,616286,17871,2620663
2026-03,落马洲支线,出境,2088810,578356,18203,2685369
2026-03,香园围,入境,1154760,317210,9673,1481643
2026-03,香园围,出境,1170634,162641,12372,1345647
2026-03,高铁西九龙,入境,649936,648716,70060,1368712
2026-03,高铁西九龙,出境,649293,570362,77218,1296873
2026-04,中国客运码头,入境,1680,1545,193,3418
2026-04,中国客运码头,出境,10538,1443,241,12222
2026-04,启德邮轮码头,入境,3237,1355,6414,11006
2026-04,启德邮轮码头,出境,3708,1106,6219,11033
2026-04,文锦渡,入境,7880,2327,45,10252
2026-04,文锦渡,出境,12386,1917,48,14351
2026-04,机场,入境,129680,42998,98946,271624
2026-04,机场,出境,260264,20028,65302,345594
2026-04,沙头角,入境,0,0,0,0
2026-04,沙头角,出境,0,0,0,0
2026-04,深圳湾,入境,171933,50840,6139,228912
2026-04,深圳湾,出境,350576,51174,7210,408960
2026-04,港口管制,入境,25,2,271,298
2026-04,港口管制,出境,246,12,148,406
2026-04,港澳客轮码头,入境,22732,4905,10250,37887
2026-04,港澳客轮码头,出境,33756,7977,10124,51857
2026-04,港珠澳大桥,入境,121881,21857,20975,164713
2026-04,港珠澳大桥,出境,248811,37377,20412,306600
2026-04,罗湖,入境,287572,47464,3739,338775
2026-04,罗湖,出境,489740,63919,5128,558787
2026-04,落马洲,入境,62716,11939,2076,76731
2026-04,落马洲,出境,83528,16632,2626,102786
2026-04,落马洲支线,入境,222654,67945,2224,292823
2026-04,落马洲支线,出境,395381,68733,2848,466962
2026-04,香园围,入境,123166,25895,1187,150248
2026-04,香园围,出境,177629,18705,1294,197628
2026-04,高铁西九龙,入境,73423,90066,9385,172874
2026-04,高铁西九龙,出境,245510,65345,10096,320951
